,id,titulo,label,canal,data_upload,categoria,tags,duracao_segundos,link,visualizacoes,quantidade_likes,query,tempo_desde_pub,visualizacoes_por_dia,probabilidade
782,watch?v=8AHNAqpi6T8,ULTIMA HORA EL PRESIDENTE NICOLÁS MADURO USA INTELIGENCIA ARTIFICIAL,,Noticias Alejo,2023-04-19,['People & Blogs'],"['Ultimas Noticias', 'última hora', 'noticias de último momento', 'noticias virales', 'noticias', 'noticias nacionales', 'noticias nueva', 'noticias de última hora', 'noticias del mundo', 'noticias Alejó', 'aledi te muestra', 'Venezuela', 'lo mejor el noticias', 'las mejores noticias', 'noticias de último minuto', 'noticas a nivel mundial', 'noticias de Latinoamérica', 'noticias de los estados unidos', 'noticiasalejo', 'lo mejor del chisme', 'noticias de los famosos', 'lo mejor del fútbol', 'fútbol']",57.0,https://www.youtube.com/watch?v=8AHNAqpi6T8,1,0.0,inteligencia+artificial,1.0,1.0,0.297
793,watch?v=_BYAYw8J6hY,Inteligência Artificial pode ser considerada arte?,,Rádio Bandeirantes,2023-04-19,['News & Politics'],"['felipe kieling', 'inteligencia artificial', 'jornal gente', 'ouvir radio bandeirantes', 'radio band', 'radio bandeirantes', 'radio bandeirantes oficial']",634.0,https://www.youtube.com/watch?v=_BYAYw8J6hY,86,6.0,inteligencia+artificial,1.0,86.0,0.297
878,watch?v=rHonLlycV84,ARIANA GRANDE VS LA INTELIGENCIA ARTIFICIAL ¿QUIÉN CANTA MEJOR? | VOCAL COACH REACCIONA | Gret Rocha,,Gret Rocha,2023-04-13,['Music'],"['ariana grande', 'voz real ariana grande', 'vocal coach reacciona', 'inteligencia artificial', 'ariana grande ia', 'ariana grande inteligencia artificial', 'vocal coach']",930.0,https://www.youtube.com/watch?v=rHonLlycV84,20,1780.0,inteligencia+artificial,7.0,2.857142857142857,0.335
931,watch?v=4SPwc1AyMsk,Documentário BBC: Inteligência artificial pode ter consciência?,,BBC News Brasil,2023-04-02,['News & Politics'],"['bbc brasil', 'bbcbrasil', 'notícias internacionais', 'bbc news brasil', 'bbc', 'ia', 'inteligência artificial', 'sociedade', 'filosofia', 'humanidade', 'tecnologia', 'ética']",966.0,https://www.youtube.com/watch?v=4SPwc1AyMsk,60,3833.0,inteligencia+artificial,18.0,3.333333333333333,0.302
940,watch?v=SKWUCIIuJOg,A INTELIGÊNCIA ARTIFICIAL ESTÁ NO COMANDO,,Verdade Mundial,2023-03-31,['Science & Technology'],"['Steve Wozniak', 'Elon Musk', 'Inteligencia Artificial', 'MidJourney', 'Discord', 'Chat', 'GPT', 'IA', 'AI', 'Tecnologia', 'Computadores', 'Revolução das Máquinas', 'Notícias', 'Bizarro', 'Verdade Mundial', 'Alerta', 'Papa', 'High Tech', 'Tech', 'Futuro', 'Sociedade']",506.0,https://www.youtube.com/watch?v=SKWUCIIuJOg,14,2080.0,inteligencia+artificial,20.0,0.7,0.336
942,watch?v=Bb00OzRSiLE,Inteligencia artificial: Expertos advierten el peligro para la humanidad,,Meganoticias,2023-03-31,['News & Politics'],,1270.0,https://www.youtube.com/watch?v=Bb00OzRSiLE,22,331.0,inteligencia+artificial,20.0,1.1,0.311
950,watch?v=P4c0Tp8j-oQ,É OFICIAL: INTELIGÊNCIA ARTIFICIAL É AMEAÇA AO PLANETA!,,"Fala, M.R.",2023-03-30,['News & Politics'],"['IA', 'inteligencia artificial', 'carta inteligencia artificial', 'AI', 'elon musk', 'yuval harari', 'tecnologia', 'futuro', 'planeta terra', 'empregos', 'ecologia', 'programação', 'mundo', 'opinião', 'maurício ricardo']",487.0,https://www.youtube.com/watch?v=P4c0Tp8j-oQ,46,9358.0,inteligencia+artificial,21.0,2.1904761904761907,0.302
965,watch?v=8R0r8_TN0lE,Inteligência artificial consegue ler e entender PDFs #tecnologia #chatgpt #inteligenciaartificial,,Jornada Top,2023-03-26,['People & Blogs'],,53.0,https://www.youtube.com/watch?v=8R0r8_TN0lE,23,3148.0,inteligencia+artificial,25.0,0.92,0.316
1089,watch?v=poibyvs19SA,INTELIGÊNCIA ARTIFICIAL PODE ACABAR COM DUBLAGEM NO BRASIL #pixeltutoriais #inteligenciaartificial,,Pixel Tutoriais por: Allan Portes,2023-02-24,['Education'],,52.0,https://www.youtube.com/watch?v=poibyvs19SA,1,94.0,inteligencia+artificial,55.0,0.0181818181818181,0.299
1153,watch?v=S3gQQCdW95g,INTELIGÊNCIA ARTIFICIAL: A ARGENTINA vai USAR essa tecnologia para CONTER A INFLAÇÃO no PAÍS #shorts,,Economista Sincero,2023-02-08,['People & Blogs'],,51.0,https://www.youtube.com/watch?v=S3gQQCdW95g,17,1995.0,inteligencia+artificial,71.0,0.2394366197183098,0.404
1157,watch?v=ivBmeIktgKQ,IA no fortnite inteligencia artificial chegou! #inteligenciaartificial #shorts #short #epicgames,,VOVÔ JOGA TAMBEM,2023-02-08,['Gaming'],"['vídeo', 'compartilhamento', 'celular com câmera', 'videofone', 'gratuito', 'envio', 'epic games', 'Inteligencia artificial']",46.0,https://www.youtube.com/watch?v=ivBmeIktgKQ,59,3.0,inteligencia+artificial,71.0,0.8309859154929577,0.318
1170,watch?v=D1tecJvHscc,A inteligencia artificial pode fazer o meu trabalho? Tecnologia e produtividade,,Ullysses Mazine,2023-02-02,['Education'],"['chatgpt', 'ia', 'tecnologias', 'dall-e', 'carreira', 'empregos', 'educação', 'futuro', 'conhecimento', 'inteligenciaartifial', 'computadores', 'escola', 'gpt', 'lensa', 'avatar', 'criar imagem', 'fotos']",596.0,https://www.youtube.com/watch?v=D1tecJvHscc,63,5.0,inteligencia+artificial,77.0,0.8181818181818182,0.325
1206,watch?v=hDmnxJPDPQY,El primer manga hecho con inteligencia artificial,,Ale Cómics,2023-01-23,['Entertainment'],,39.0,https://www.youtube.com/watch?v=hDmnxJPDPQY,106,12516.0,inteligencia+artificial,87.0,1.2183908045977012,0.315
1219,watch?v=yObQbC04ooA,Usando Inteligência Artificial para Criar Vídeos Profissionais #shorts #inteligenciaartificial,,Jonata Ribas,2023-01-18,['News & Politics'],"['geopolitica', 'guerra', 'guerra mundial', 'world war 3', 'notícias', 'geopolitics', 'apocalipse']",136.0,https://www.youtube.com/watch?v=yObQbC04ooA,77,12.0,inteligencia+artificial,92.0,0.8369565217391305,0.353
1250,watch?v=ntBZtvsusag,Inteligencia artificial recrea el pasado del arte,,SignoMx,2023-01-02,['News & Politics'],"['leonardo da vinci', 'van gogh', 'arte', 'inteligencia artificial', '3d', 'animación', 'pinturas clásicas', 'surrealismo', 'cubismo', 'gótico', 'bauhaus', 'art deco', 'pop art', 'modernismo', 'renacimiento', 'Egipto', 'grecia', 'la ultima cena', 'pinturas rupestres', 'pinturas sobre oleo', 'la Gioconda', 'monna lisa', 'pasado', 'pintores', 'escultores', '2023', 'cultura', 'historia', 'diseño', 'roma', 'educación', 'ciencia', 'robotica', 'ciencia y arte']",42.0,https://www.youtube.com/watch?v=ntBZtvsusag,6,330.0,inteligencia+artificial,108.0,0.0555555555555555,0.308
1272,watch?v=6ByImUj5XuA,¿Cómo usar la Inteligencia Artificial para redactar las funciones de tu CV? (Luego adáptalas!),,Eva Porto RRHH,2022-12-13,['Education'],"['Empleo', 'Trabajo', 'Empleabilidad', 'Consejos', 'Tips', 'RRHH', 'Recursos Humanos', 'inteligencia artificial', 'chat gpt', 'curriculum', 'hoja de vida', 'como redactar las funciones del CV']",10.0,https://www.youtube.com/watch?v=6ByImUj5XuA,4,257.0,inteligencia+artificial,128.0,0.03125,0.29
1271,watch?v=SA4QLAd-AwQ,¡EL FILTRO DE INTELIGENCIA ARTIFICIAL QUE TODOS ESTÁN USANDO! #shorts,,Eliot Channel Mx,2022-12-13,['Entertainment'],,59.0,https://www.youtube.com/watch?v=SA4QLAd-AwQ,242,30285.0,inteligencia+artificial,128.0,1.890625,0.153
630,watch?v=ywbVXMuhDhk,Part 21-KNN machine learning model for regression,,Pedram Jahangiry,2021-11-01,['Education'],,1453.0,https://www.youtube.com/watch?v=ywbVXMuhDhk,975,24.0,machine+learning,535.0,1.822429906542056,0.243
734,watch?v=D9-UGlvWbaA,Machine Learning in Telugu | Supervised Unsupervised Reinforced in Telugu | Artificial Intelligence,,Vamsi Bhavani,2020-03-10,['Education'],"['machine learning', 'machine learning in telugu', 'vamsi bhavani', 'telugu', 'engineering', 'supervised learning', 'unsupervised learning', 'Reinforced data', 'reinforcement learning', 'artificial intelligence in telugu', 'deep learning', 'deep learning in telugu', 'machine learning series', 'artificial intelligence', 'neural networks', 'artificial neurons', 'perceptrons', 'in telugu', 'basics of artificial intelligence', 'introduction to artificial intelligence', 'data science', 'data science in telugu']",985.0,https://www.youtube.com/watch?v=D9-UGlvWbaA,37,1275.0,machine+learning,1136.0,0.0325704225352112,0.193
1107,watch?v=LV7phg8gyH4,Los 10 MEJORES PROMPTS para ChatGPT [ Como usar la INTELIGENCIA ARTIFICIAL ],,💀 SALVAJE 💀,2023-02-20,['Education'],"['inteligencia artificial', 'chatgpt', 'chat gpt', 'como ganar dinero con la inteligencia artificial', 'inteligencia artificial 2023', 'ia', 'mejores prompts para chatgpt', 'mejores prompts', 'como usar chatgpt', 'prompt', 'prompt chatgpt', 'prompt chat gpt español', 'prompt inteligencia artificial', 'pagina web inteligencia artificial', 'pagina web chatgpt', 'crear pagina web chatgpt']",1186.0,https://www.youtube.com/watch?v=LV7phg8gyH4,424,32445.0,inteligencia+artificial,59.0,7.186440677966102,0.108
1228,watch?v=gz7g6qKz8oY,Crea vídeos con inteligencia artificial a partir de texto 3 (profundizamos en D-ID),,Miguel Donoso 360,2023-01-16,['People & Blogs'],"['presentadores virtuales', 'avatares fotorrealistas', 'inteligencia artificial', 'herramientas de vídeo', 'cabezas parlantes', 'vídeos de marketing', 'contenido comercial', 'personalización de vídeos', 'D-ID', 'plataformas de aprendizaje electrónico', 'empresas Fortune 500', 'agencias de marketing', 'plataformas de redes sociales', 'creadores de contenido', 'tecnología de inteligencia artificial generativa', 'producción de videos a gran escala', 'estudio de autoservicio', 'API', 'complementos']",541.0,https://www.youtube.com/watch?v=gz7g6qKz8oY,680,61.0,inteligencia+artificial,94.0,7.23404255319149,0.065
1030,watch?v=XcvV_UgSDWY,DÁ PARA GANHAR DINHEIRO COM A INTELIGÊNCIA ARTIFICIAL? #shorts,,CALMA PORR@,2023-03-08,['People & Blogs'],,39.0,https://www.youtube.com/watch?v=XcvV_UgSDWY,2,184.0,inteligencia+artificial,43.0,0.0465116279069767,0.188
1215,watch?v=ddFXihkFmL4,Gerei Mais de 100 IMAGENS INCRÍVEIS De Sites Com INTELIGENCIA ARTIFICIAL (INSANO),,Sala Ninja,2023-01-19,['Education'],"['inteligencia artificial', 'ganhar dinheiro com inteligencia artificial', 'web design inteligencia artificial', 'criar imagens com inteligencia artificial', 'midjourney']",935.0,https://www.youtube.com/watch?v=ddFXihkFmL4,2,156.0,inteligencia+artificial,91.0,0.0219780219780219,0.067
615,watch?v=j8NVVIbb0ao,(ID 2730) ESTAÇÃO METEOROLÓGICA SUSTENTÁVEL APLICADA COM IOT E MACHINE LEARNING,,Congresso de Iniciação Científica da UnB e do DF,2021-12-07,['People & Blogs'],,329.0,https://www.youtube.com/watch?v=j8NVVIbb0ao,192,36.0,machine+learning,499.0,0.3847695390781563,0.198
1233,watch?v=5xQNKtcxw9k,🚀Creando Macros Eficientes en Excel con la Ayuda de la Inteligencia Artificial: Guía Básica,,JF Profesor,2023-01-14,['Education'],"['#excel', '#microsoft', '#microsoftexcel', '#office', '#exceltips', '#microsoftoffice', '#msexcel', '#exceltutoriales', '#excelproyectos', '#exceldashboard', '#data', '#proyectos', '#controlproyectos', '#primaverap6', '#primaverariskanalysis', '#precomisionamiento', '#comisionamiento', '#paradasdeplantas', '#simulacion', '#montecarlo', '#shorts']",307.0,https://www.youtube.com/watch?v=5xQNKtcxw9k,366,17.0,inteligencia+artificial,96.0,3.8125,0.086
1155,watch?v=Wn2JQFNYLtw,Você conhecia essa inteligencia artificial? #mikedev,,Mikeedev,2023-02-08,['Science & Technology'],,17.0,https://www.youtube.com/watch?v=Wn2JQFNYLtw,149,17049.0,inteligencia+artificial,71.0,2.0985915492957745,0.159
1039,watch?v=83RDF7dXA2M,ARTES de PERSONAGENS FAMOSOS CRIADOS POR INTELIGENCIA ARTIFICIAL #inteligenciaartificial,,Cristian Scott Films,2023-03-07,['Entertainment'],"['ARTES de PERSONAGENS FAMOSOS CRIADOS POR INTELIGENCIA ARTIFICIAL', 'arte de inteligencia artificial', 'personagens criados por inteligencia artificial', 'imagens de personagens criados por inteligencia artificial', 'melhores artes feito por inteligencia artificial', 'artes criada por inteligencia artificial', 'arte criada por inteligencia artificial', 'inteligencia artificial', 'arte de ia', 'cultura pop inteligencia artificial', 'inteligência artificial vai dominar o mundo', 'inteligência artificial']",875.0,https://www.youtube.com/watch?v=83RDF7dXA2M,13,2.0,inteligencia+artificial,44.0,0.2954545454545454,0.208
1006,watch?v=cVNLJgGaRAs,5 Inteligências Artificiais (IA) Que Podem Te Deixar Milionário,,Jovens de Negócios,2023-03-15,['People & Blogs'],"['inteligência artificial que cria imagens', 'inteligência artificial ganhar dinheiro', 'ia que cria imagens', 'ia que cria desenhos', 'Inteligências Artificiais Que Podem Te Deixar Milionário', 'como ganhar dinheiro com ia', 'como ganhar dinheiro com inteligência artificial', 'como ficar rico', 'ganhar dinheiro na internet', 'chat gpt', 'inteligência artificial', 'chatgpt']",1119.0,https://www.youtube.com/watch?v=cVNLJgGaRAs,119,14924.0,inteligencia+artificial,36.0,3.305555555555556,0.205
610,watch?v=SUhSi8lqmhw,COMO CONSTRUIR APLICAÇÕES DE MACHINE LEARNING COM PYTHON,,Eduardo | Ciência dos Dados,2021-12-14,['Science & Technology'],,2721.0,https://www.youtube.com/watch?v=SUhSi8lqmhw,11,160.0,machine+learning,492.0,0.0223577235772357,0.036
1135,watch?v=4IFPSatnLBE,"ALETHEA CRYPTO DE INTELIGENCIA ARTIFICIAL NFTs, PROMISSORA?",,Pettenon xtrader,2023-02-14,['Education'],"['inteligência artificial', 'criptomoedas', 'inteligencia artificial', 'criptomoedas hoje', 'análise de criptomoedas de inteligencia artificial', 'inteligência artificial 2023', 'robo com inteligência artificial', 'criar vídeo com inteligência artificial', 'inteligência artificial google', 'criptomoedas promissoras', 'previsão da inteligência artificial para criptomoedas em 2033', 'inteligência artificial e criptomoedas', 'criptomoedas e inteligência artificial', 'chatgpt', 'bitcoin', 'analise bitcoin']",809.0,https://www.youtube.com/watch?v=4IFPSatnLBE,242,35.0,inteligencia+artificial,65.0,3.723076923076923,0.091
543,watch?v=r5xYuAMpeoE,Machine Learning Engineer | Machine Learning Roadmap | ML Engineer | Telugu | Pashams,,Pashams,2022-07-01,['Education'],"['machine learning engineer responsibilities', 'machine learning roadmap', 'machine learning engineer roadmap', 'machine learning engineer career', 'machine learning interview questions', 'machine learning interview', 'machine learning engineer jobs', 'ml engineer', 'machine learning engineer', 'machine learning engineer job', 'machine learning engineer career path', 'how to become a machine learning engineer', 'machine learning jobs', 'machine learning career', 'pashams', 'sushmita madhu', 'machine learning']",598.0,https://www.youtube.com/watch?v=r5xYuAMpeoE,6,0.0,machine+learning,293.0,0.0204778156996587,0.174
1142,watch?v=v9A3jaC1qa4,Criar meu Avatar QUE FALA com Inteligencia Artificial | Passo a Passo!,,Mundo Paiva Tutoriais,2023-02-13,['Science & Technology'],"['mundo paiva tutoriais', 'criar avatar que fala com inteligencia artificial', 'criar avatar com inteligencia arttificial', 'avatar com ia', 'criar avatar com ia', 'cadastro no d-id', 'conta no d-id', 'd-id', 'como criar um avatar falante', 'inteligência artificial', 'inteligencia artificial', 'como fazer um avatar da minha foto', 'como fazer meu avatar', 'criar avatar 3d online grátis', 'avatar virtual', 'como fazer seu avatar', 'como criar meu avatar', 'fazer avatar com foto', 'criar avatar online', 'fazer avatar']",320.0,https://www.youtube.com/watch?v=v9A3jaC1qa4,337,13.0,inteligencia+artificial,66.0,5.106060606060606,0.05
1093,watch?v=k_0ChD8mCDY,Robô De IA Aterroriza Funcionários Antes De Ser Desligado Rapidamente!,,FutureUnity PT,2023-02-23,['Science & Technology'],,1120.0,https://www.youtube.com/watch?v=k_0ChD8mCDY,295,11501.0,inteligencia+artificial,56.0,5.267857142857143,0.075
859,watch?v=B5LRA-g9Pmo,"Cierre de Wall Street: Cuidado con el uso de la inteligencia artificial, y oportunidades de mercado",,Negocios TV,2023-04-17,['News & Politics'],"['wall street', 'cierre de wall street', 'inteligencia artificial', 'mercados', 'mercado americano', 'economia', 'crisis economica', 'recuperacion economica', 'ia', 'negocios tv', 'estados unidos', 'eeuu', 'economia eeuu', 'economia estados unidos', 'open ia', 'chatbot', 'chatbot open ia', 'chatgpt', 'chatgpt eeuu', 'chatgpt estados unidos', 'prediccion mercado chatgpt', 'analisis mercado chat gpt', 'analisis mercado open ia', 'analisis mercado chatgpt', 'mercado', 'mercado eeuu']",1290.0,https://www.youtube.com/watch?v=B5LRA-g9Pmo,2,55.0,inteligencia+artificial,3.0,0.6666666666666666,0.157
1302,watch?v=2p7_u12iiJg,Vaticano - 2022-11-19 - Inteligencia Artificial y la Revolución Francesa - la Iglesia Durante las Tr,,EWTNespanol,2022-11-19,['Entertainment'],"['sva', 'sva11548', 'ytsync-es']",1612.0,https://www.youtube.com/watch?v=2p7_u12iiJg,1,129.0,inteligencia+artificial,152.0,0.006578947368421,0.172
1239,watch?v=uG_06KtwsPQ,INTELIGENCIA ARTIFICIAL para CREAR CONTENIDO ‼️#capcut #ai,,Milo Content,2023-01-10,['Education'],,53.0,https://www.youtube.com/watch?v=uG_06KtwsPQ,4,435.0,inteligencia+artificial,100.0,0.04,0.206
1312,watch?v=8uyG_2BHy6A,Este SITE cria VÍDEOS com INTELIGÊNCIA ARTIFICIAL #shorts #sites #inteligenciaartificial #tecnologia,,Emerson Carvalho - PontoCanal,2022-10-24,['Science & Technology'],"['#pontobrothers', 'inteligência artificial', 'inteligencia artificial', 'fazer vídeo', 'videos gratis', 'inteligência artificial google', 'robo com inteligência artificial', 'criar vídeo com inteligência artificial', 'criar vídeo', 'vídeo inteligência artificial', 'criador de vídeos ia', 'ia', 'ai', 'transformar texto em vídeo', 'inteligência artificial gratuita', 'avatar inteligência artificial', 'transformar texto em fala', 'inteligência artificial para vídeos']",55.0,https://www.youtube.com/watch?v=8uyG_2BHy6A,647,51.0,inteligencia+artificial,178.0,3.634831460674157,0.077
805,watch?v=XUxNaz1j-yw,OnClass - La Inteligencia Artificial y el diseño de moda,,Audaces Latam,2023-04-18,['Entertainment'],,3997.0,https://www.youtube.com/watch?v=XUxNaz1j-yw,500,58.0,inteligencia+artificial,2.0,250.0,0.138
683,watch?v=D540xxXnDQA,Reinventing Fragrance and Flavor Design with Machine Learning,,Visium,2021-03-19,['Film & Animation'],,631.0,https://www.youtube.com/watch?v=D540xxXnDQA,1,16.0,machine+learning,762.0,0.0013123359580052,0.115
1102,watch?v=33hhxPiHND8,Como CREAR TU AVATAR con INTELIGENCIA ARTIFICIAL [ TUTORIAL de MIDJOURNEY para crear imágenes ],,💀 SALVAJE 💀,2023-02-21,['Education'],"['inteligencia artificial', 'midjourney', 'como usar midjourney', 'como ganar dinero con la inteligencia artificial', 'inteligencia artificial 2023', 'ia', 'avatar inteligencia artificial', 'como crear tu avatar con inteligencia artificial', 'midjourney tutorial', 'midd journey ai tutorial', 'tutorial midjourney', 'como usar midjourney gratis', 'crear imagenes con ia', 'crear imagenes con mi journey']",771.0,https://www.youtube.com/watch?v=33hhxPiHND8,201,14948.0,inteligencia+artificial,58.0,3.4655172413793105,0.075
910,watch?v=XyuA7tG5fB4,La Inteligencia Artificial llega a World of Warcraft,,Champe Gaming,2023-04-06,['Gaming'],"['inteligencia artificial', 'chat gpt world of warcraft', 'evenlabs', 'world of warcraft', 'mejores addons wow', 'wow voice addon', 'chat gpt', 'inteligencia artificial aplicada a videojuegos']",343.0,https://www.youtube.com/watch?v=XyuA7tG5fB4,22,889.0,inteligencia+artificial,14.0,1.5714285714285714,0.196
562,watch?v=1O_BenficgE,Predict The Stock Market With Machine Learning And Python,,Dataquest,2022-05-23,['Education'],,2155.0,https://www.youtube.com/watch?v=1O_BenficgE,71,1848.0,machine+learning,332.0,0.2138554216867469,0.097
526,watch?v=u9fhLChk3mE,The Fastest Way To Become A Machine Learning Engineer,,Smitha Kolan - Machine Learning Engineer,2022-08-20,['Science & Technology'],"['how to learn machine learning', 'machine learning', 'learn machine learning', 'ml', 'machine learning course', 'ml course', 'ai course', 'data science', 'data science project', 'machine learning engineer', 'how to become a machine learning engineer', 'get a job in machine learning', 'fastest way to become a machine learning engineer']",694.0,https://www.youtube.com/watch?v=u9fhLChk3mE,20,880.0,machine+learning,243.0,0.0823045267489712,0.227
778,watch?v=ELE2_Mftqoc,Reinforcement Learning Course - Full Machine Learning Tutorial,,freeCodeCamp.org,2019-05-14,['Education'],"['reinforcement learning', 'machine learning', 'machine learning course', 'reinforcement learning course', 'deep q network', 'deep q-learning algorithm', 'deep learning game', 'deep q learning tutorial', 'q-learning', 'deep reinforcement learning', 'q learning', 'neural network', 'python', 'pytorch', 'python tutorial', 'deep learning', 'reinforcement learning python', 'artificial intelligence']",14127.0,https://www.youtube.com/watch?v=ELE2_Mftqoc,387,7060.0,machine+learning,1437.0,0.2693110647181628,0.206
1064,watch?v=8_CeF2xlMt4,INTELIGENCIA ARTIFICIAL para corregir ojos en una foto,,Complemento Digital,2023-03-02,['Howto & Style'],"['Esteban Zenteno', 'Complemento Digital', 'Senpai Digital', 'dalle2', 'dall e 2', 'dall-e 2', 'dall e 2 tutorial', 'como usar dall e 2', 'dalle 2', 'dali 2', 'dali 2 ai', 'dallee 2', 'dall-e 2 tutorial', 'dale 2', 'midjourney', 'outpainting', 'totorial dall e 2 español', 'dall e 2 gratis', 'dall e 2 demo', 'dalle 2 demo', 'inteligencia artificial que dibuja', 'inteligencia artificial', 'ia', 'ai']",56.0,https://www.youtube.com/watch?v=8_CeF2xlMt4,3,160.0,inteligencia+artificial,49.0,0.0612244897959183,0.131
988,watch?v=Bb5KvM-rShI,Inteligencia Artificial para ganhar de $8 a $1000 dólares por imagem criada,,Cayke Barbosa,2023-03-19,['People & Blogs'],"['inteligência artificial', 'como criar imagens com inteligencia artificial', 'como criar imagens com inteligencia artificial pelo celular', 'inteligencia artificial', 'ganhe dinheiro grátis com imagens criadas por inteligência artificial', 'como ganhar dinheiro com imagens criadas por i.a', 'como vender imagens criadas por inteligencia artificial', 'playground ai', 'leonardo.ai tutorial', 'leonardo.ai discord', 'black rabbit ai']",1508.0,https://www.youtube.com/watch?v=Bb5KvM-rShI,557,71.0,inteligencia+artificial,32.0,17.40625,0.067
989,watch?v=BGsKmqtHBQg,VIDEOJUEGOS creados por INTELIGENCIA ARTIFICIAL 🤯🤖 #shorts #videojuegos,,Soy Thalas,2023-03-17,['Gaming'],,56.0,https://www.youtube.com/watch?v=BGsKmqtHBQg,178,32604.0,inteligencia+artificial,34.0,5.235294117647059,0.158
655,watch?v=5Y3-Bcv-tmw,Trying to do machine learning on an AMD 6700xt and actually doing it on a Vega 56 using AMD_ROCM,,dmoneyballa,2021-07-03,['Science & Technology'],"['tensorflow', '6700xt', '6700 xt', 'amd machine learning', 'ml', 'image-classificationm']",675.0,https://www.youtube.com/watch?v=5Y3-Bcv-tmw,8,97.0,machine+learning,656.0,0.0121951219512195,0.193
1255,watch?v=gUtXlvxCYxs,Creo una Canción de Drake con Inteligencia Artificial (Suena mejor que una Original),,AbmBusiness ,2022-12-29,['Entertainment'],"['drake', 'ia', 'inteligenciaartificial', 'cancion', 'canciondesde0', 'cancionhechaconia', 'cancioninteligenciaartificial']",517.0,https://www.youtube.com/watch?v=gUtXlvxCYxs,34,1113.0,inteligencia+artificial,112.0,0.3035714285714285,0.242
875,watch?v=5fdOoMBRV4o,Apostillas varias: Zizek y la inteligencia artificial.,,Fernando Castro Flórez,2023-04-12,['Education'],,1668.0,https://www.youtube.com/watch?v=5fdOoMBRV4o,10,622.0,inteligencia+artificial,8.0,1.25,0.255
660,watch?v=ggmDI9_fm54,DEEP LEARNING EXPLICADO,,Ciência Todo Dia,2021-05-26,['Science & Technology'],"['deep learning', 'deep learning explicado', 'machine learning', 'machine learning explicado', 'aprendizado de maquina', 'aprendizado de máquina', 'rede neural', 'redes neurais', 'ia', 'inteligencia artificial', 'data science', 'ciências da computação', 'machine learning tutorial', 'deep learning tutorial', 'curso de machine learning', 'ciência de dados', 'tecnologia', 'o que é machine learning', 'curso de inteligencia artificial', 'machine learning curso', 'curso machine learning', 'redes neurais artificiais']",745.0,https://www.youtube.com/watch?v=ggmDI9_fm54,232,34560.0,machine+learning,694.0,0.3342939481268011,0.207
537,watch?v=Z_ikDlimN6A,Learn PyTorch for deep learning in a day. Literally.,,Daniel Bourke,2022-07-23,['Education'],,92218.0,https://www.youtube.com/watch?v=Z_ikDlimN6A,595,21314.0,machine+learning,271.0,2.195571955719557,0.218
1040,watch?v=FdZ8LKiJBhQ,¿Cómo funciona ChatGPT? La revolución de la Inteligencia Artificial,,Nate Gentile,2023-03-07,['Science & Technology'],"['tecnologia', 'informatica', 'chatgpt', 'inteligencia artificial', 'ia', 'bing chat', 'transformers', 'google']",3045.0,https://www.youtube.com/watch?v=FdZ8LKiJBhQ,2,102112.0,inteligencia+artificial,44.0,0.0454545454545454,0.232
853,watch?v=FxWFwWKJTx4,LA INTELIGENCIA ARTIFICIAL SE DESCONTROLA,,Jaconor 73,2023-04-17,['People & Blogs'],,564.0,https://www.youtube.com/watch?v=FxWFwWKJTx4,24,3479.0,inteligencia+artificial,3.0,8.0,0.197
